Console/System,ROM Folder Name,Emulator (Click for Link),File Types,BIOS Files
Panasonic 3DO,3do,[RetroArch Opera](https://docs.libretro.com/library/opera/),.iso .chd `.cue and bin`,`panafz1.bin`
