Console/System,ROM Folder Name,Emulator (Click for link),File Types,BIOS Files
Mattel Electronics Intellivison,intellivision,[RetroArch FreeIntv](https://docs.libretro.com/library/freeintv/),.7z .bin .int .rom .zip,Not Required
