Console/System,ROM Folder Name,Emulator (Click for Link),File Types,BIOS Files
**Benesse Pocket Challenge V2 (Standalone)**,wonderswan,**[ares (Standalone)](https://ares-emu.net/compatibility)**,.7z  .pc2  .ws  .wsc  .zip,Not Required
