Console/System,ROM Folder Name,Emulator (Click for link),File Types,BIOS Files
Mattel Electronics Intellivison,intellivision,[RetroArch FreeIntv](https://docs.libretro.com/library/freeintv/),.int .bin .rom .7z .zip,Not Required
