Console/System,ROM Folder Name,Emulator (Click for Link),File Types,BIOS Files
**ColecoVision (Standalone)**,colecovision,**[ares (Standalone)](https://ares-emu.net/compatibility)**,.7z  .pc2  .ws  .wsc  .zip,`colecovision.rom`
